batch,account_number,customer_id,contract,call_plan,BT_Basic,TV,Mobile,Sport,Carmen_Discount,Line_excluding_CP_offer,Line_rental_plus,CNF,Voicemail,Smart_Direct,NCC,Call_Barring,Permanent_Withhold_Number,Admin_CNF,Debt_CNF,Standard_Care,Prompt_Care,Total_Care,Prompt_Care_LRP,Total_Care_Priority,Priority_Fault_Repair,CSDP_Priority_Fault_Repair,Age_and_Disability_Call_Return,Special_Services_Marker,FF_Bundle_Free,FF_AddOn_Priced,FF_Mobile_Free,Freedom_Bundle_Free,Freedom_AddOn_Free,birth_dt,title,first_name,last_name,age_band,Email,primary_contact_number,RoBT_NAD_Key,postcode,bill_amount,payment_method,bill_type,bill_frequency,next_bill_date,bill_format,directory_entry,poa,split_service_flg,telecare_flg,voice_usage,eligibility_flg,cps_flg,uxd5_exchange_flg,openreach_nad_key,ExchangeName,ExchangeCode,serviceid,serviceid_length,enabled,hot_site,open_fault,open_order,pstn_count,v_cat,disability,longlines,dacs_btc,reason_to_exclude
NOV_2,WN80197028,XXXXXXXXXXXX,OutContract,UEWP,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1900-01-01T00:00:00,Miss,Kelly,Martinez,>=120,kmartinez@email.com,0113 674 4577,R00017488613,EC5R 3PL,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,06/01/2026,Blue Bill,O,,N,Y,MED USAGE,,N,N,A15103171214,Wem,WNWEM,0113 674 4577,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,LC23531339,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Dr,Virginia,Wilson,,virginia.wilson@work.co.uk,07764 884885,R00011837303,WC1R 1YS,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,17/12/2025,Blue Bill,O,,N,N,MED USAGE,FTTC,N,N,A00010976857,Darwen,LCDAR,07764 884885,11,Y,,,,1,,XXXXXXXXXXXX,,0,
DEC_1,WW29463371,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1956-01-01T00:00:00,Mr,Sophie,Lewis,18-74,sophielewis@gmail.com,0117 998 8592,R00003329684,WC8M 5EH,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,13/12/2025,Blue Bill,O,,N,N,LOW USAGE,FTTC,N,N,A00003053643,Gunnislake,WWGUNN,0117 998 8592,11,Y,,,,1,,XXXXXXXXXXXX,A,0,
,NE16280201,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Prof,Kevin,Rodriguez,,kevinrodriguez@email.com,0117 979 4860,R00020599393,RG3X 4YF,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,02/01/2026,Blue Bill,XDNC,,Y,N,MED USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00019106515,Newcastle Central,NENT,0117 979 4860,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,NS19277735,XXXXXXXXXXXX,OutContract,UEWC,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Dr,Emma,Lewis,,elewis@yahoo.com,0121 301 8387,R00292369076,BN9H 1ZH,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,21/11/2025,Blue Bill,XDNC,,N,N,MED USAGE,FTTC,N,N,A00008913382,Garrabost,NSGBT,0121 301 8387,11,,,,,1,,XXXXXXXXXXXX,,0,
NOV_4,224677446,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1946-07-13T00:00:00,Miss,Virginia,Robinson,75-79,virginia.robinson@company.com,0117 965 5178,R00005639924,BN36 8FN,XXXXXXXXXXXX,Direct Debit,Dual,1M,05/12/2025,Blue Bill,XDNC,,N,Y,HIGH USAGE,FTTC,N,N,A00005215144,Burnham; Buckinghamshire,STNTHBN,0117 965 5178,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,215442057,XXXXXXXXXXXX,OutContract,UWC,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1972-12-18T00:00:00,Prof,Lisa,Collins,18-74,lisa.collins@email.com,0161 767 1483,X05006892093,EC7D 6ZG,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,28/11/2025,Blue Bill,XDNC,,N,N,NO USAGE,FTTC,N,N,A00024164778,South Kensington,WRSKEN,0161 767 1483,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,211511560,XXXXXXXXXXXX,OutContract,PAYG,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1940-07-05T00:00:00,Ms,Rachel,Taylor,85-89,racheltaylor@work.co.uk,0117 946 2228,R00003223295,BS27 8RT,XXXXXXXXXXXX,Direct Debit,Paper Bill,1M,25/11/2025,Blue Bill,XDNC,,N,Y,MED USAGE,FTTC FTTP,N,N,A14926398298,Mold,WNM,0117 946 2228,11,Y,,,,1,,XXXXXXXXXXXX,,,
,228260252,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1954-04-03T00:00:00,Dr,Andrew,Young,18-74,andrew.young@gmail.com,020 7793 8707,R00013712259,SL81 0AX,XXXXXXXXXXXX,Direct Debit,Dual,1M,04/12/2025,Large Print,XDNC,,N,N,HIGH USAGE,ULTRA_FTTP FTTP,N,N,A00012712837,Stanley; Merseyside,LVSTA,020 7793 8707,11,,,,,1,,XXXXXXXXXXXX,,0,
,ND54934792,XXXXXXXXXXXX,OutContract,HPS,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Mr,Kevin,Phillips,,kevin.p@email.com,01476 511734,R00010231896,CB1A 9HD,XXXXXXXXXXXX,Monthly Payment Plan,Paper Bill,3M,26/11/2025,Blue Bill,XDNC,,N,N,MED USAGE,FTTC,N,N,A00009479198,Herne Bay,NDHBA,01476 511734,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,EM13903018,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1934-02-26T00:00:00,Mrs,Sophie,White,90-94,sophiewhite@hotmail.com,0121 535 3914,R00027578096,CB4U 4PZ,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,09/12/2025,Blue Bill,O,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00025412940,Mansfield,EMMNSFI,0121 535 3914,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,EA31058670,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1936-03-26T00:00:00,Dr,Jeffrey,Lewis,85-89,jlewis@yahoo.com,0113 728 2386,R00019347425,L1R 3LB,XXXXXXXXXXXX,Customer Initiated,Dual,3M,07/12/2025,Blue Bill,O,,N,N,LOW USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00017947233,Beccles,EABEC,0113 728 2386,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,227347533,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1942-04-15T00:00:00,Mr,Jessica,Scott,80-84,jscott@outlook.com,0117 998 5859,R00003405643,S5D 7SQ,XXXXXXXXXXXX,Direct Debit,Dual,1M,07/12/2025,Blue Bill,O,,N,N,MED USAGE,ULTRA_FTTP FTTP,N,N,A00003125117,Rhosllaner- Chrugog,WNRWX,0117 998 5859,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,WW29621564,XXXXXXXXXXXX,OutContract,UAC,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,1934-02-10T00:00:00,Dr,Brian,Jones,90-94,bjones@company.com,0113 846 4820,X05002384992,CB1D 8UZ,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,11/01/2026,Blue Bill,O,,N,N,HIGH USAGE,FTTC,N,N,A00016526665,Henlade,WWHENL,0113 846 4820,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,CL48065866,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Ms,Jessica,Rivera,,jessica.r@mail.com,020 7066 2423,R00024175510,B23 4WY,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,21/01/2026,Blue Bill,XDNC,,N,N,LOW USAGE,FTTC,N,N,A00022404680,Stepney,CLSTE,020 7066 2423,11,,,,,1,,XXXXXXXXXXXX,A,0,
,SL41725038,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Dr,Joshua,Young,,jyoung@work.co.uk,020 7048 2142,R00018555626,E51 6XS,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,10/12/2025,Blue Bill,XDNC,,N,N,NO USAGE,FTTC,N,N,A00017209929,Mosborough,SLMOS,020 7048 2142,11,,,,,1,,XXXXXXXXXXXX,A,0,
,SD39382776,XXXXXXXXXXXX,OutContract,Unlimited_Minutes,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,,Heather,Allen,,heatherallen@company.com,0161 258 4143,R00022688561,OX49 3ZW,XXXXXXXXXXXX,Direct Debit,Paper Bill,1M,23/11/2025,Blue Bill,XDNC,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00021030797,Horsham,SDHRSHM,0161 258 4143,11,,,,,1,,XXXXXXXXXXXX,A,0,
Available,SD40320608,XXXXXXXXXXXX,OutContract,UEWP,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Prof,Kenneth,Jackson,,kjackson@yahoo.com,07771 404401,R02335608564,LS1G 7RZ,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,17/11/2025,Blue Bill,XDNC,,N,N,LOW USAGE,FTTC,N,N,A00060154054,Havant,SDHVNT,07771 404401,11,Y,,,,1,,XXXXXXXXXXXX,A,0,
,LS72309564,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1945-08-21T00:00:00,Miss,Matthew,King,80-84,matthew.k@gmail.com,0117 974 6634,R00019934087,SL41 5JH,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,09/12/2025,Blue Bill,XDNC,,N,N,NO USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00018489469,Esher,LSESH,0117 974 6634,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,EM13889900,XXXXXXXXXXXX,OutContract,HPS_2018,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Miss,Joshua,Allen,,joshua.a@email.com,0113 524 5534,R00016738857,SE71 9BT,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,17/01/2026,Blue Bill,XDNC,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00015530817,Arnold,EMARNOL,0113 524 5534,11,Y,,,,1,,XXXXXXXXXXXX,A,0,
,LW56470838,XXXXXXXXXXXX,OutContract,UAP,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Miss,George,Hill,,georgehill@outlook.com,0113 411 3708,R00014726219,NE9H 8PR,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,16/01/2026,Blue Bill,XDNC,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00013654472,Northolt,LWNOR,0113 411 3708,11,,,,,1,,XXXXXXXXXXXX,,0,
,LC25326814,XXXXXXXXXXXX,OutContract,UEWC,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,,Prof,Robert,Baker,,robertbaker@gmail.com,0113 289 3718,R00012002995,OX27 5QD,XXXXXXXXXXXX,Monthly Payment Plan,Paper Bill,3M,02/12/2025,Blue Bill,XDNC,,N,Y,LOW USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00011127045,St Anne'S,LCSTA,0113 289 3718,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,EM10123797,XXXXXXXXXXXX,OutContract,Unlimited_Minutes,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Ms,Thomas,White,,thomaswhite@company.com,07905 938077,R00016156952,SW5K 3HY,XXXXXXXXXXXX,Monthly Payment Plan,Paper Bill,3M,22/11/2025,Blue Bill,XDNC,,N,N,HIGH USAGE,FTTC GFAST_200,N,N,A00014987592,Yardley Gobion,SMYG,07905 938077,11,Y,,,,1,,XXXXXXXXXXXX,A,0,
,214560417,XXXXXXXXXXXX,OutContract,UWC,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1957-01-23T00:00:00,Dr,Julie,Collins,18-74,juliecollins@email.com,020 8949 9099,X05005610561,CB4W 7SY,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,21/11/2025,Blue Bill,XDNC,,N,N,NO USAGE,FTTC,N,N,A00024095629,Chelsea,WRCHEL,020 8949 9099,11,,,,,1,,XXXXXXXXXXXX,,0,
DEC_1,EA30279126,XXXXXXXXXXXX,OutContract,UEWC,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1941-11-25T00:00:00,Ms,Steven,Thompson,80-84,sthompson@company.com,0117 942 9715,R00007018787,NW7J 2NT,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,07/01/2026,Blue Bill,O,,N,N,MED USAGE,FTTC,N,N,A00006508448,East Bay,EAEBY,0117 942 9715,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,LN23735002,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1948-10-04T00:00:00,Mrs,Ronald,Davis,75-79,rdavis@company.com,020 7291 2339,R00024893473,WC7F 6YB,XXXXXXXXXXXX,Direct Debit,Paper Bill,3M,17/12/2025,Blue Bill,O,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00023055190,North Finchley,LNNFN,020 7291 2339,11,,,,,1,,XXXXXXXXXXXX,,0,
,WN81703539,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1968-03-21T00:00:00,Ms,Andrew,Thomas,18-74,andrew.t@work.co.uk,020 8155 1239,R00015919580,N6 5HF,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,23/11/2025,Large Print,O,,Y,N,NO USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00016316895,Wem,WNWEM,020 8155 1239,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,CM58186743,XXXXXXXXXXXX,OutContract,HPS_2020,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,,Joyce,Lewis,,joyce.lewis@company.com,0121 346 6120,R00021868541,WC44 3EG,XXXXXXXXXXXX,Direct Debit,Paper Free,3M,14/02/2026,Blue Bill,O,,N,N,MED USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00020276488,Berkswell,CMBER,0121 346 6120,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,WS60191252,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1943-04-07T00:00:00,Ms,Virginia,Nelson,80-84,vnelson@outlook.com,07801 155283,R00010975470,RG7S 6GS,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,17/01/2026,Blue Bill,XDNC,,N,N,MED USAGE,FTTC,N,N,A00010170951,Glasgow Langside,WSLAN,07801 155283,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,EM15275948,XXXXXXXXXXXX,OutContract,UEWP,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Dr,Andrew,Lee,,andrew.lee@hotmail.com,0117 919 9013,R00013058546,SE6W 1LJ,XXXXXXXXXXXX,Monthly Payment Plan,Paper Free,3M,26/01/2026,Blue Bill,XDNC,,Y,N,NO USAGE,ULTRA_FTTP FTTP,N,N,A00012108311,Earl Shilton,EMERRSS,0117 919 9013,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,WN81086625,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1939-12-01T00:00:00,Mr,John,Turner,85-89,john.turner@company.com,01644 488020,R00017510787,CB90 7EZ,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,19/11/2025,Blue Bill,O,,N,N,MED USAGE,FTTC,N,Y,A00016247355,Childs Ercall,WNCE,01644 488020,11,Y,,,,1,,XXXXXXXXXXXX,,0,
DEC_1,224910862,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,1935-06-20T00:00:00,Miss,James,Flores,90-94,james.f@yahoo.com,07843 344189,R00014236182,E99 9JS,XXXXXXXXXXXX,Direct Debit,Paper Bill,1M,11/12/2025,Blue Bill,DQR,,N,N,HIGH USAGE,,N,N,A00013200560,Pontypridd,SWPN,07843 344189,11,Y,,,,1,,XXXXXXXXXXXX,,0,
DEC_1,EM14214893,XXXXXXXXXXXX,OutContract,500Mins,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,1937-01-26T00:00:00,Mr,Sophie,Martinez,85-89,sophiemartinez@hotmail.com,0117 962 8552,R00002230695,LS27 7SN,XXXXXXXXXXXX,Monthly Payment Plan,Dual,3M,27/12/2025,Blue Bill,XDNC,,N,Y,MED USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00002029530,Wisbech,EMWSBCH,0117 962 8552,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,SS76472788,XXXXXXXXXXXX,OutContract,700Mins,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1950-03-10T00:00:00,Ms,Catherine,,75-79,catherine@mail.com,07995 649115,R00007989439,CB28 1ZX,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,10/12/2025,Blue Bill,O,,N,N,MED USAGE,FTTC,N,N,A00007357329,Hartpury,SSHPY,07995 649115,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,213899183,XXXXXXXXXXXX,OutContract,HPS_2020,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1937-02-21T00:00:00,Dr,Kevin,Baker,85-89,kevin.b@email.com,01608 560722,R00014610034,S5V 5LW,XXXXXXXXXXXX,Direct Debit,Paper Free,1M,18/11/2025,Blue Bill,XDNC,,N,N,MED USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00013546602,Northwood,LWNWOO,01608 560722,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,221047856,XXXXXXXXXXXX,OutContract,UWC,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1940-11-29T00:00:00,Prof,Kelly,Flores,85-89,kellyflores@hotmail.com,0113 977 3802,R00038528554,S63 8UR,XXXXXXXXXXXX,Direct Debit,Dual,1M,02/12/2025,Blue Bill,XDNC,,N,N,LOW USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00026375400,Littleport,EALPT,0113 977 3802,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,WW28981862,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Prof,Edward,Thompson,,ethompson@hotmail.com,0113 203 6782,R00005272877,LS3A 0LB,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,13/01/2026,Blue Bill,O,,N,N,LOW USAGE,FTTC,N,N,A00064632881,Holsworthy,WWHOLS,0113 203 6782,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,ES80525200,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,1937-01-06T00:00:00,Miss,Virginia,Mitchell,85-89,virginia.mitchell@outlook.com,0113 306 3619,R00015006275,BS38 2BA,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,16/12/2025,Blue Bill,O,,N,N,HIGH USAGE,FTTC GFAST_200 ULTRA_FTTP FTTP,N,N,A00013914939,Donaldson,ESDON,0113 306 3619,11,,,,,1,,XXXXXXXXXXXX,,0,
,TH10130907,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Mr,,Nelson,,nelson@mail.com,020 7801 2886,R00019581318,EC5B 6SE,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,15/01/2026,Blue Bill,O,,N,N,LOW USAGE,FTTC,N,N,A00018166396,Camberley,THC,020 7801 2886,11,Y,,,,1,,XXXXXXXXXXXX,,2,DACS
,215595387,XXXXXXXXXXXX,OutContract,Unlimited_Minutes,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1936-04-17T00:00:00,Dr,Emily,Rivera,85-89,emily.r@company.com,0117 980 1547,R00024054974,SW21 8QN,XXXXXXXXXXXX,Customer Initiated,Paper Bill,1M,23/11/2025,Blue Bill,XDNC,,N,N,HIGH USAGE,ULTRA_FTTP FTTP,N,N,A00022295260,Stourport,WMSTU,0117 980 1547,11,,,,,1,,XXXXXXXXXXXX,,0,
Available,WN80544835,XXXXXXXXXXXX,OutContract,UAP,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Dr,Amanda,Roberts,,amandaroberts@work.co.uk,0117 915 8546,R00008358226,NW7P 9QT,XXXXXXXXXXXX,Direct Debit,Dual,3M,10/01/2026,Blue Bill,XDNC,,N,Y,MED USAGE,FTTC,N,N,A00007753156,Penrhyndeudraeth,WNPDD,0117 915 8546,11,Y,,,,1,,XXXXXXXXXXXX,A,0,
,208797885,XXXXXXXXXXXX,OutContract,UAP,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1950-08-22T00:00:00,Mrs,Matthew,Smith,75-79,matthew.s@gmail.com,020 8713 5385,R00023359224,NW39 7RP,XXXXXXXXXXXX,Direct Debit,Paper Bill,1M,02/12/2025,Blue Bill,XDNC,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00021647077,Morley,MYMOR,020 8713 5385,11,,,,,1,,XXXXXXXXXXXX,,0,
,205470723,XXXXXXXXXXXX,OutContract,NFS_UWP_(P),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,Miss,Ryan,Anderson,,ryananderson@company.com,0113 554 6003,R00049495550,WC1K 1NJ,XXXXXXXXXXXX,Customer Initiated,Paper Bill,3M,06/02/2026,Blue Bill,O,,N,N,MED USAGE,FTTC GFAST_200 ULTRA_FTTP FTTP,N,N,,Haworth,MYHAW,0113 554 6003,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,EA35497327,XXXXXXXXXXXX,OutContract,HPS_2020,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Ms,Lisa,Carter,,lisa.carter@hotmail.com,020 8327 6081,R00007045685,M23 1PD,XXXXXXXXXXXX,Direct Debit,Dual,3M,08/12/2025,Blue Bill,XDNC,,Y,N,LOW USAGE,,N,N,A00006533814,Epping,EAEPP,020 8327 6081,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,WW28043267,XXXXXXXXXXXX,OutContract,Unlimited_Minutes,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1952-06-06T00:00:00,Ms,Kevin,Martin,18-74,kevin.martin@.com,0121 543 89085,R00017649800,SW1O 1AA,XXXXXXXXXXXX,Direct Debit,Dual,3M,15/01/2026,Blue Bill,O,,N,N,HIGH USAGE,,N,N,A00016375826,Timberscombe,WWTIMB,0121 543 89085,11,Y,,,,1,,XXXXXXXXXXXX,,0,
Available,WS60778590,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Mr,Amanda,Jones,,amanda.jones@@email.com,020  8239 3655,R00081660039,SW1A-1AA,XXXXXXXXXXXX,Direct Debit,Dual,3M,21/11/2025,Blue Bill,XDNC,,N,N,LOW USAGE,FTTP,N,N,A00005600508,Marrburn,WSMAB,020  8239 3655,11,Y,,,,1,,XXXXXXXXXXXX,,0,
,LS67940811,XXXXXXXXXXXX,OutContract,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,Ms,Diane,Lewis,,diane.lewis,07397 367671,R00025762045,SW1A 1A,XXXXXXXXXXXX,SCCRA,Paper Bill,3M,18/01/2026,Blue Bill,O,,N,N,MED USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00023875896,Norbury,LSNOR,07397 367671,11,,,,,1,,XXXXXXXXXXXX,,0,
,LN24834402,XXXXXXXXXXXX,OutContract,UWP,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,1959-12-26T00:00:00,Mrs,Ronald,White,18-74,ronald.white@.com,2086751014,R00024762210,SW1A  1AA,XXXXXXXXXXXX,Customer Initiated,Dual,3M,10/01/2026,Blue Bill,O,,N,N,HIGH USAGE,FTTC ULTRA_FTTP FTTP,N,N,A00022930723,Stamford Hill,LNSTA,2086751014,11,,,,,1,,XXXXXXXXXXXX,A,0,
